ts,time,c14,c16,c17,c20,c22,c23
2024-10-08 22:09:27,8.76,329665,370894,206020,305943,253457,171154
2024-10-08 22:09:27,8.8,329755,370946,206180,306032,253523,171295
2024-10-08 22:09:27,8.84,329713,370904,206148,306139,253591,171355
2024-10-08 22:09:27,8.88,329531,370769,205968,306233,253641,171352
2024-10-08 22:09:27,8.92,329341,370645,205826,306312,253692,171371
2024-10-08 22:09:27,8.96,329236,370603,205719,306379,253763,171372
2024-10-08 22:09:27,9,329192,370603,205700,306433,253836,171411
2024-10-08 22:09:27,9.04,329135,370560,206235,306457,253849,171893
2024-10-08 22:09:27,9.08,328980,370410,207517,306390,253725,172967
2024-10-08 22:09:27,9.12,328723,370183,208509,306200,253460,173754
2024-10-08 22:09:27,9.16,328474,369979,207870,305919,253176,173147
2024-10-08 22:09:27,9.2,328321,369857,205905,305612,252995,171444
2024-10-08 22:09:27,9.24,328226,369776,204198,305383,252920,170003
2024-10-08 22:09:27,9.28,328153,369701,203545,305303,252920,169493
2024-10-08 22:09:27,9.32,328134,369672,203626,305359,252982,169622
2024-10-08 22:09:27,9.36,328156,369700,203857,305456,253069,169869
2024-10-08 22:09:27,9.4,328106,369671,203655,305508,253108,169752
2024-10-08 22:09:27,9.44,327858,369452,202927,305521,253099,169266
2024-10-08 22:09:27,9.48,327405,369060,202212,305573,253119,168931
2024-10-08 22:09:27,9.52,326913,368651,201806,305711,253212,168938
2024-10-08 22:09:27,9.56,326591,368387,201585,305924,253366,169051
2024-10-08 22:09:27,9.6,326517,368323,201488,306169,253560,169147
2024-10-08 22:09:27,9.64,326569,368364,201593,306388,253749,169334
2024-10-08 22:09:27,9.68,326554,368360,201960,306544,253891,169745
2024-10-08 22:09:28,9.72,326422,368274,202390,306642,253986,170244
2024-10-08 22:09:28,9.76,326287,368191,202686,306729,254065,170627
2024-10-08 22:09:28,9.8,326260,368176,203143,306819,254113,171081
2024-10-08 22:09:28,9.84,326322,368200,203876,306853,254041,171643
2024-10-08 22:09:28,9.88,326369,368201,204126,306737,253789,171665
2024-10-08 22:09:28,9.92,326372,368193,203445,306431,253464,170847
2024-10-08 22:09:28,9.96,326399,368236,202592,306052,253251,169941
2024-10-08 22:09:28,10,326467,368322,202309,305810,253207,169625
2024-10-08 22:09:28,10.04,326544,368412,202613,305781,253282,169883
2024-10-08 22:09:28,10.08,326676,368536,203270,305910,253430,170457
2024-10-08 22:09:28,10.12,326930,368740,204041,306118,253603,171088
2024-10-08 22:09:28,10.16,327274,369007,204804,306309,253740,171647
2024-10-08 22:09:28,10.2,327575,369239,205315,306428,253817,171972
2024-10-08 22:09:28,10.24,327678,369320,205194,306481,253852,171834
2024-10-08 22:09:28,10.28,327555,369230,204528,306493,253864,171340
2024-10-08 22:09:28,10.32,327363,369105,203839,306492,253882,170860
2024-10-08 22:09:28,10.36,327223,369030,203462,306496,253920,170622
2024-10-08 22:09:28,10.4,327079,368926,203258,306501,253946,170535
2024-10-08 22:09:28,10.44,326903,368767,202972,306499,253935,170385
2024-10-08 22:09:28,10.48,326782,368648,202757,306491,253902,170251
2024-10-08 22:09:28,10.52,326769,368614,202821,306491,253868,170307
2024-10-08 22:09:28,10.56,326842,368648,202940,306511,253851,170387
2024-10-08 22:09:28,10.6,326915,368702,202778,306541,253853,170225
2024-10-08 22:09:28,10.64,326897,368719,202423,306537,253817,169893
2024-10-08 22:09:28,10.68,326841,368716,202306,306451,253683,169703
2024-10-08 22:09:29,10.72,326927,368805,202717,306259,253498,169858
2024-10-08 22:09:29,10.76,327204,369000,203550,306014,253361,170324
2024-10-08 22:09:29,10.8,327473,369146,204442,305834,253284,170912
