time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Condition
2025-10-23T20:15:39.061Z,173,791,1045,370,844,1004,3106,2526,2749,1809,1436,3327,Day_3,Blackout Offset
2025-10-23T20:15:39.101Z,172,800,1042,368,853,1003,3113,2519,2750,1822,1430,3322,Day_3,Blackout Offset
2025-10-23T20:15:39.141Z,170,807,1041,366,859,1002,3114,2516,2746,1830,1428,3316,Day_3,Blackout Offset
2025-10-23T20:15:39.181Z,168,811,1043,366,861,1004,3109,2519,2738,1831,1430,3310,Day_3,Blackout Offset
2025-10-23T20:15:39.221Z,169,807,1047,367,857,1010,3111,2525,2732,1830,1436,3305,Day_3,Blackout Offset
2025-10-23T20:15:39.261Z,173,798,1049,368,847,1013,3119,2529,2735,1830,1441,3306,Day_3,Blackout Offset
2025-10-23T20:15:39.301Z,179,789,1048,372,838,1008,3122,2533,2743,1827,1442,3310,Day_3,Blackout Offset
2025-10-23T20:15:39.341Z,183,786,1047,379,833,1002,3119,2537,2750,1824,1441,3315,Day_3,Blackout Offset
2025-10-23T20:15:39.381Z,185,784,1048,385,829,1000,3117,2541,2755,1822,1441,3319,Day_3,Blackout Offset
2025-10-23T20:15:39.421Z,184,781,1049,385,826,1001,3118,2542,2762,1819,1443,3323,Day_3,Blackout Offset
2025-10-23T20:15:39.461Z,183,778,1050,383,825,1002,3117,2539,2768,1815,1442,3327,Day_3,Blackout Offset
2025-10-23T20:15:39.501Z,183,777,1053,381,827,1006,3113,2534,2768,1813,1438,3330,Day_3,Blackout Offset
2025-10-23T20:15:39.541Z,184,781,1056,381,832,1009,3110,2531,2763,1815,1434,3328,Day_3,Blackout Offset
2025-10-23T20:15:39.581Z,185,790,1053,381,839,1009,3107,2526,2753,1815,1430,3323,Day_3,Blackout Offset
2025-10-23T20:15:39.621Z,182,797,1048,379,845,1008,3105,2521,2746,1812,1427,3321,Day_3,Blackout Offset
2025-10-23T20:15:39.661Z,174,797,1044,372,846,1006,3110,2522,2750,1814,1428,3324,Day_3,Blackout Offset
2025-10-23T20:15:39.701Z,168,795,1040,365,844,1003,3122,2529,2757,1822,1436,3329,Day_3,Blackout Offset
2025-10-23T20:15:39.741Z,168,796,1037,364,845,998,3127,2537,2759,1826,1443,3330,Day_3,Blackout Offset
2025-10-23T20:15:39.781Z,172,799,1032,368,847,994,3121,2540,2757,1824,1446,3329,Day_3,Blackout Offset
2025-10-23T20:15:39.821Z,173,803,1030,370,849,993,3114,2539,2756,1821,1448,3328,Day_3,Blackout Offset
2025-10-23T20:15:39.861Z,167,802,1033,365,847,995,3114,2538,2756,1820,1448,3326,Day_3,Blackout Offset
2025-10-23T20:15:39.901Z,161,803,1038,358,848,999,3111,2540,2758,1818,1445,3325,Day_3,Blackout Offset
2025-10-23T20:15:39.941Z,162,808,1042,358,855,1002,3105,2543,2753,1814,1441,3322,Day_3,Blackout Offset
2025-10-23T20:15:39.981Z,168,812,1045,364,862,1004,3105,2541,2742,1814,1436,3318,Day_3,Blackout Offset
2025-10-23T20:15:40.021Z,175,806,1048,370,858,1005,3111,2532,2739,1818,1432,3320,Day_3,Blackout Offset
2025-10-23T20:15:40.061Z,182,796,1048,376,847,1004,3118,2521,2744,1821,1430,3326,Day_3,Blackout Offset
2025-10-23T20:15:40.101Z,187,789,1047,379,837,1000,3123,2518,2747,1823,1432,3329,Day_3,Blackout Offset
2025-10-23T20:15:40.141Z,186,786,1047,378,831,998,3124,2522,2748,1824,1436,3330,Day_3,Blackout Offset
2025-10-23T20:15:40.181Z,181,786,1048,375,831,1001,3121,2531,2750,1825,1441,3331,Day_3,Blackout Offset
2025-10-23T20:15:40.221Z,178,789,1051,376,835,1008,3120,2541,2754,1829,1445,3334,Day_3,Blackout Offset
2025-10-23T20:15:40.261Z,178,791,1053,380,838,1011,3123,2545,2763,1832,1449,3340,Day_3,Blackout Offset
2025-10-23T20:15:40.301Z,179,793,1053,383,842,1009,3124,2546,2773,1830,1453,3347,Day_3,Blackout Offset
2025-10-23T20:15:40.341Z,177,796,1051,379,846,1005,3121,2545,2777,1824,1456,3350,Day_3,Blackout Offset
2025-10-23T20:15:40.381Z,174,797,1048,374,846,1002,3122,2542,2777,1821,1455,3350,Day_3,Blackout Offset
2025-10-23T20:15:40.421Z,177,795,1047,375,842,1000,3122,2537,2775,1821,1451,3347,Day_3,Blackout Offset
2025-10-23T20:15:40.461Z,182,794,1041,380,841,996,3118,2536,2770,1821,1448,3342,Day_3,Blackout Offset
2025-10-23T20:15:40.501Z,186,798,1035,383,845,992,3114,2542,2762,1819,1447,3334,Day_3,Blackout Offset
2025-10-23T20:15:40.541Z,186,803,1034,384,851,991,3111,2548,2752,1817,1446,3327,Day_3,Blackout Offset
2025-10-23T20:15:40.581Z,186,807,1038,384,854,995,3107,2549,2746,1814,1445,3325,Day_3,Blackout Offset
2025-10-23T20:15:40.621Z,188,809,1041,385,857,998,3102,2550,2747,1811,1445,3326,Day_3,Blackout Offset
2025-10-23T20:15:40.661Z,191,808,1040,386,859,998,3101,2551,2750,1811,1446,3327,Day_3,Blackout Offset
2025-10-23T20:15:40.701Z,195,805,1039,390,857,997,3106,2552,2751,1814,1444,3326,Day_3,Blackout Offset
2025-10-23T20:15:40.741Z,199,804,1038,394,855,995,3113,2550,2750,1818,1442,3325,Day_3,Blackout Offset
2025-10-23T20:15:40.781Z,199,811,1037,395,859,995,3116,2548,2751,1820,1441,3325,Day_3,Blackout Offset
2025-10-23T20:15:40.821Z,197,817,1035,394,862,996,3118,2546,2755,1821,1442,3325,Day_3,Blackout Offset
2025-10-23T20:15:40.861Z,197,817,1034,395,862,995,3114,2546,2756,1817,1443,3324,Day_3,Blackout Offset
2025-10-23T20:15:40.901Z,197,813,1035,396,860,995,3102,2548,2755,1809,1446,3322,Day_3,Blackout Offset
2025-10-23T20:15:40.941Z,194,809,1039,395,859,998,3090,2551,2755,1803,1447,3322,Day_3,Blackout Offset
2025-10-23T20:15:40.981Z,192,800,1044,392,853,1002,3089,2554,2755,1805,1447,3322,Day_3,Blackout Offset
2025-10-23T20:15:41.021Z,191,789,1047,391,843,1003,3102,2552,2748,1815,1445,3317,Day_3,Blackout Offset
2025-10-23T20:15:41.061Z,187,782,1048,388,839,1003,3119,2544,2737,1826,1440,3311,Day_3,Blackout Offset
2025-10-23T20:15:41.101Z,178,784,1050,381,840,1006,3126,2535,2730,1828,1437,3307,Day_3,Blackout Offset
2025-10-23T20:15:41.141Z,169,787,1052,373,841,1009,3119,2533,2731,1822,1438,3309,Day_3,Blackout Offset
2025-10-23T20:15:41.181Z,164,790,1051,368,840,1010,3109,2539,2738,1816,1441,3313,Day_3,Blackout Offset
2025-10-23T20:15:41.221Z,160,793,1050,362,842,1009,3104,2545,2743,1813,1444,3314,Day_3,Blackout Offset
2025-10-23T20:15:41.261Z,158,793,1051,359,843,1011,3100,2545,2748,1813,1445,3315,Day_3,Blackout Offset
2025-10-23T20:15:41.301Z,164,789,1054,364,840,1016,3097,2543,2757,1814,1448,3320,Day_3,Blackout Offset
2025-10-23T20:15:41.341Z,174,784,1055,374,837,1018,3096,2544,2771,1812,1452,3329,Day_3,Blackout Offset
2025-10-23T20:15:41.381Z,183,782,1050,381,835,1015,3101,2547,2778,1811,1453,3332,Day_3,Blackout Offset
2025-10-23T20:15:41.421Z,186,782,1047,384,833,1011,3109,2550,2774,1813,1453,3328,Day_3,Blackout Offset
2025-10-23T20:15:41.461Z,184,784,1047,382,833,1008,3111,2551,2765,1814,1451,3322,Day_3,Blackout Offset
2025-10-23T20:15:41.501Z,179,787,1048,379,833,1007,3110,2546,2759,1814,1445,3320,Day_3,Blackout Offset
2025-10-23T20:15:41.541Z,173,790,1048,374,833,1008,3107,2539,2758,1815,1437,3321,Day_3,Blackout Offset
2025-10-23T20:15:41.581Z,171,793,1049,371,837,1010,3106,2533,2758,1817,1432,3323,Day_3,Blackout Offset
2025-10-23T20:15:41.621Z,173,795,1046,371,842,1007,3110,2532,2760,1822,1432,3323,Day_3,Blackout Offset
2025-10-23T20:15:41.661Z,173,794,1041,372,843,1002,3119,2538,2761,1829,1436,3323,Day_3,Blackout Offset
2025-10-23T20:15:41.701Z,169,796,1037,371,844,1001,3128,2546,2762,1838,1442,3324,Day_3,Blackout Offset
2025-10-23T20:15:41.741Z,168,801,1038,370,847,1002,3133,2548,2761,1843,1446,3322,Day_3,Blackout Offset
2025-10-23T20:15:41.781Z,171,803,1039,372,850,1003,3133,2545,2763,1841,1447,3319,Day_3,Blackout Offset
2025-10-23T20:15:41.821Z,175,800,1039,375,848,1002,3126,2544,2766,1832,1447,3317,Day_3,Blackout Offset
2025-10-23T20:15:41.861Z,174,797,1040,374,843,1001,3112,2548,2768,1819,1446,3320,Day_3,Blackout Offset
2025-10-23T20:15:41.901Z,170,792,1041,372,839,1003,3102,2552,2767,1812,1446,3325,Day_3,Blackout Offset
2025-10-23T20:15:41.941Z,168,792,1042,370,840,1002,3100,2552,2765,1811,1444,3329,Day_3,Blackout Offset
2025-10-23T20:15:41.981Z,169,796,1043,368,846,1000,3101,2547,2763,1810,1440,3327,Day_3,Blackout Offset
2025-10-23T20:15:42.021Z,170,799,1044,369,848,1000,3101,2541,2761,1809,1438,3323,Day_3,Blackout Offset
2025-10-23T20:15:42.061Z,173,799,1045,373,846,1002,3104,2539,2759,1810,1439,3320,Day_3,Blackout Offset
2025-10-23T20:15:42.101Z,178,798,1047,380,847,1007,3109,2541,2757,1814,1442,3318,Day_3,Blackout Offset
2025-10-23T20:15:42.141Z,182,797,1047,384,849,1007,3116,2545,2756,1819,1445,3318,Day_3,Blackout Offset
2025-10-23T20:15:42.181Z,180,799,1046,381,851,1003,3122,2548,2757,1825,1446,3316,Day_3,Blackout Offset
2025-10-23T20:15:42.222Z,174,809,1045,373,857,1000,3121,2547,2756,1828,1445,3315,Day_3,Blackout Offset
2025-10-23T20:15:42.262Z,168,816,1044,368,862,998,3113,2543,2753,1827,1442,3316,Day_3,Blackout Offset
2025-10-23T20:15:42.302Z,171,813,1042,371,860,998,3104,2541,2749,1823,1440,3318,Day_3,Blackout Offset
2025-10-23T20:15:42.342Z,179,805,1041,379,855,999,3101,2542,2747,1820,1441,3318,Day_3,Blackout Offset
2025-10-23T20:15:42.382Z,185,801,1041,384,852,1000,3109,2542,2747,1820,1442,3316,Day_3,Blackout Offset
2025-10-23T20:15:42.422Z,184,802,1045,383,852,1002,3122,2539,2745,1826,1441,3313,Day_3,Blackout Offset
2025-10-23T20:15:42.462Z,180,809,1048,380,858,1006,3133,2536,2738,1836,1437,3308,Day_3,Blackout Offset
2025-10-23T20:15:42.502Z,177,819,1049,377,867,1010,3130,2534,2734,1840,1435,3304,Day_3,Blackout Offset
2025-10-23T20:15:42.542Z,174,824,1047,373,873,1010,3118,2535,2738,1834,1436,3306,Day_3,Blackout Offset
2025-10-23T20:15:42.582Z,171,818,1043,368,867,1007,3111,2535,2748,1829,1439,3311,Day_3,Blackout Offset
2025-10-23T20:15:42.622Z,169,802,1039,366,851,1001,3113,2534,2754,1829,1443,3316,Day_3,Blackout Offset
2025-10-23T20:15:42.662Z,172,789,1039,369,838,998,3117,2535,2752,1829,1446,3315,Day_3,Blackout Offset
2025-10-23T20:15:42.702Z,178,787,1045,374,835,1002,3124,2540,2747,1831,1446,3313,Day_3,Blackout Offset
2025-10-23T20:15:42.742Z,178,792,1052,375,838,1009,3133,2547,2749,1836,1447,3314,Day_3,Blackout Offset
2025-10-23T20:15:42.782Z,171,798,1051,370,844,1009,3137,2554,2757,1838,1450,3319,Day_3,Blackout Offset
2025-10-23T20:15:42.822Z,165,806,1043,364,853,1002,3134,2556,2759,1833,1452,3319,Day_3,Blackout Offset
2025-10-23T20:15:42.862Z,164,811,1036,363,859,995,3131,2552,2754,1830,1451,3316,Day_3,Blackout Offset
2025-10-23T20:15:42.902Z,167,807,1036,367,855,996,3129,2548,2756,1830,1450,3320,Day_3,Blackout Offset
2025-10-23T20:15:42.942Z,172,803,1041,372,850,1003,3123,2546,2770,1825,1447,3331,Day_3,Blackout Offset
2025-10-23T20:15:42.982Z,178,803,1046,377,850,1009,3110,2546,2780,1814,1443,3339,Day_3,Blackout Offset
2025-10-23T20:15:43.022Z,185,807,1051,383,853,1013,3098,2545,2776,1805,1439,3333,Day_3,Blackout Offset
2025-10-23T20:15:43.062Z,188,812,1051,385,858,1012,3094,2539,2762,1803,1436,3319,Day_3,Blackout Offset
2025-10-23T20:15:43.102Z,185,813,1045,379,860,1008,3099,2530,2747,1806,1431,3308,Day_3,Blackout Offset
2025-10-23T20:15:43.142Z,179,810,1040,372,857,1004,3110,2524,2741,1813,1428,3304,Day_3,Blackout Offset
2025-10-23T20:15:43.182Z,175,803,1041,367,852,1004,3120,2525,2744,1820,1428,3307,Day_3,Blackout Offset
2025-10-23T20:15:43.222Z,171,798,1044,366,848,1006,3123,2529,2748,1820,1431,3308,Day_3,Blackout Offset
2025-10-23T20:15:43.262Z,169,797,1046,367,848,1007,3116,2531,2749,1814,1433,3308,Day_3,Blackout Offset
2025-10-23T20:15:43.302Z,170,802,1048,368,852,1008,3111,2529,2750,1810,1432,3308,Day_3,Blackout Offset
2025-10-23T20:15:43.342Z,171,806,1053,368,856,1011,3117,2526,2752,1816,1430,3310,Day_3,Blackout Offset
2025-10-23T20:15:43.382Z,170,807,1054,367,856,1012,3135,2526,2754,1828,1430,3310,Day_3,Blackout Offset
2025-10-23T20:15:43.422Z,169,803,1048,366,853,1007,3152,2527,2753,1840,1432,3306,Day_3,Blackout Offset
2025-10-23T20:15:43.462Z,168,800,1039,365,850,1000,3160,2530,2748,1847,1434,3298,Day_3,Blackout Offset
2025-10-23T20:15:43.502Z,167,798,1033,364,847,994,3156,2535,2743,1846,1436,3291,Day_3,Blackout Offset
2025-10-23T20:15:43.542Z,165,795,1033,363,844,992,3144,2539,2746,1837,1437,3291,Day_3,Blackout Offset
2025-10-23T20:15:43.582Z,165,794,1041,365,843,995,3134,2537,2752,1831,1435,3296,Day_3,Blackout Offset
2025-10-23T20:15:43.622Z,168,800,1048,373,851,1002,3132,2531,2753,1832,1432,3301,Day_3,Blackout Offset
2025-10-23T20:15:43.662Z,175,809,1052,382,863,1007,3132,2528,2751,1834,1429,3303,Day_3,Blackout Offset
2025-10-23T20:15:43.702Z,178,812,1051,382,870,1010,3127,2530,2748,1830,1430,3305,Day_3,Blackout Offset
2025-10-23T20:15:43.742Z,175,815,1048,376,875,1009,3116,2534,2747,1819,1432,3308,Day_3,Blackout Offset
2025-10-23T20:15:43.782Z,171,821,1043,369,881,1004,3106,2539,2746,1811,1434,3310,Day_3,Blackout Offset
2025-10-23T20:15:43.822Z,170,829,1041,369,884,999,3102,2543,2745,1809,1436,3309,Day_3,Blackout Offset
2025-10-23T20:15:43.862Z,174,832,1042,374,883,998,3102,2544,2742,1812,1438,3306,Day_3,Blackout Offset
2025-10-23T20:15:43.902Z,177,828,1044,378,878,1000,3105,2540,2741,1819,1439,3305,Day_3,Blackout Offset
2025-10-23T20:15:43.942Z,178,818,1045,378,871,1001,3115,2534,2742,1829,1437,3308,Day_3,Blackout Offset
2025-10-23T20:15:43.982Z,182,811,1044,377,865,1000,3126,2530,2744,1836,1436,3313,Day_3,Blackout Offset
2025-10-23T20:15:44.022Z,184,811,1040,378,865,997,3128,2533,2747,1837,1440,3316,Day_3,Blackout Offset
2025-10-23T20:15:44.062Z,181,817,1036,375,869,993,3120,2537,2750,1835,1443,3317,Day_3,Blackout Offset
2025-10-23T20:15:44.102Z,174,816,1036,370,868,994,3114,2538,2754,1834,1442,3318,Day_3,Blackout Offset
2025-10-23T20:15:44.142Z,170,809,1041,367,862,999,3116,2538,2758,1833,1441,3320,Day_3,Blackout Offset
2025-10-23T20:15:44.182Z,170,803,1045,367,858,1002,3123,2536,2762,1832,1439,3321,Day_3,Blackout Offset
2025-10-23T20:15:44.222Z,174,801,1045,371,856,1001,3132,2533,2764,1834,1437,3321,Day_3,Blackout Offset
2025-10-23T20:15:44.262Z,179,801,1043,377,853,1000,3139,2533,2765,1838,1434,3320,Day_3,Blackout Offset
2025-10-23T20:15:44.302Z,180,804,1040,380,854,999,3137,2532,2761,1838,1432,3319,Day_3,Blackout Offset
2025-10-23T20:15:44.342Z,175,813,1037,375,862,997,3125,2529,2753,1830,1434,3318,Day_3,Blackout Offset
2025-10-23T20:15:44.382Z,168,816,1038,368,865,997,3110,2527,2747,1817,1438,3317,Day_3,Blackout Offset
2025-10-23T20:15:44.422Z,168,811,1043,368,858,1002,3096,2530,2749,1808,1441,3319,Day_3,Blackout Offset
2025-10-23T20:15:44.462Z,178,804,1048,377,850,1008,3087,2535,2751,1805,1441,3321,Day_3,Blackout Offset
2025-10-23T20:15:44.502Z,191,805,1048,388,850,1007,3088,2540,2747,1810,1441,3320,Day_3,Blackout Offset
2025-10-23T20:15:44.542Z,195,807,1042,390,853,1000,3100,2547,2741,1818,1443,3318,Day_3,Blackout Offset
2025-10-23T20:15:44.582Z,189,806,1039,384,853,994,3110,2555,2743,1822,1447,3317,Day_3,Blackout Offset
2025-10-23T20:15:44.622Z,180,801,1041,376,849,993,3108,2557,2751,1819,1449,3318,Day_3,Blackout Offset
2025-10-23T20:15:44.662Z,175,796,1042,373,847,992,3102,2553,2760,1817,1445,3320,Day_3,Blackout Offset
2025-10-23T20:15:44.702Z,176,798,1041,375,852,989,3101,2547,2763,1819,1441,3320,Day_3,Blackout Offset
2025-10-23T20:15:44.742Z,178,809,1037,376,863,988,3099,2542,2761,1819,1439,3317,Day_3,Blackout Offset
2025-10-23T20:15:44.782Z,177,820,1038,377,871,991,3097,2538,2761,1816,1438,3318,Day_3,Blackout Offset
2025-10-23T20:15:44.822Z,174,822,1044,377,870,999,3099,2536,2766,1815,1440,3322,Day_3,Blackout Offset
2025-10-23T20:15:44.862Z,169,818,1049,374,865,1004,3101,2534,2770,1816,1440,3323,Day_3,Blackout Offset
2025-10-23T20:15:44.902Z,166,812,1049,369,861,1003,3100,2530,2772,1815,1436,3322,Day_3,Blackout Offset
2025-10-23T20:15:44.942Z,168,809,1043,369,859,998,3100,2524,2771,1814,1431,3320,Day_3,Blackout Offset
2025-10-23T20:15:44.982Z,177,806,1036,376,858,995,3103,2522,2768,1816,1430,3317,Day_3,Blackout Offset
2025-10-23T20:15:45.022Z,189,801,1036,386,851,997,3110,2529,2768,1822,1435,3317,Day_3,Blackout Offset
2025-10-23T20:15:45.062Z,199,797,1040,396,844,1000,3125,2539,2770,1831,1440,3321,Day_3,Blackout Offset
2025-10-23T20:15:45.102Z,201,797,1042,399,842,999,3140,2544,2767,1839,1442,3322,Day_3,Blackout Offset
2025-10-23T20:15:45.142Z,197,800,1042,396,842,998,3142,2542,2764,1839,1442,3322,Day_3,Blackout Offset
2025-10-23T20:15:45.182Z,191,800,1046,391,842,1001,3132,2539,2763,1830,1441,3323,Day_3,Blackout Offset
2025-10-23T20:15:45.222Z,188,798,1049,391,843,1003,3122,2537,2760,1821,1441,3322,Day_3,Blackout Offset
2025-10-23T20:15:45.262Z,188,799,1048,392,846,1001,3117,2537,2754,1817,1443,3316,Day_3,Blackout Offset
2025-10-23T20:15:45.302Z,186,802,1045,389,849,999,3111,2536,2751,1816,1444,3308,Day_3,Blackout Offset
2025-10-23T20:15:45.342Z,182,805,1041,383,850,999,3108,2537,2752,1818,1443,3305,Day_3,Blackout Offset
2025-10-23T20:15:45.382Z,179,806,1040,377,849,999,3114,2541,2756,1824,1443,3307,Day_3,Blackout Offset
2025-10-23T20:15:45.422Z,177,804,1043,374,849,1001,3123,2544,2761,1830,1443,3309,Day_3,Blackout Offset
2025-10-23T20:15:45.462Z,177,803,1047,374,850,1004,3128,2541,2763,1834,1441,3310,Day_3,Blackout Offset
2025-10-23T20:15:45.502Z,180,806,1048,379,853,1005,3131,2537,2764,1835,1438,3310,Day_3,Blackout Offset
2025-10-23T20:15:45.542Z,182,807,1045,382,854,1003,3136,2536,2761,1834,1436,3309,Day_3,Blackout Offset
2025-10-23T20:15:45.582Z,181,801,1040,381,849,997,3141,2535,2755,1833,1435,3308,Day_3,Blackout Offset
2025-10-23T20:15:45.622Z,177,798,1038,377,845,993,3145,2532,2753,1836,1434,3307,Day_3,Blackout Offset
2025-10-23T20:15:45.662Z,174,797,1040,373,842,994,3150,2528,2758,1844,1433,3308,Day_3,Blackout Offset
2025-10-23T20:15:45.702Z,171,789,1043,369,837,998,3155,2527,2764,1850,1433,3305,Day_3,Blackout Offset
2025-10-23T20:15:45.742Z,167,778,1044,365,827,1000,3151,2526,2765,1846,1434,3302,Day_3,Blackout Offset
2025-10-23T20:15:45.782Z,163,773,1045,363,823,1001,3139,2524,2765,1833,1435,3302,Day_3,Blackout Offset
2025-10-23T20:15:45.822Z,162,779,1048,364,831,1005,3124,2523,2766,1819,1436,3308,Day_3,Blackout Offset
2025-10-23T20:15:45.862Z,162,793,1050,365,844,1009,3114,2526,2766,1811,1438,3313,Day_3,Blackout Offset
2025-10-23T20:15:45.902Z,160,802,1050,364,850,1011,3109,2533,2765,1808,1441,3314,Day_3,Blackout Offset
2025-10-23T20:15:45.942Z,158,804,1049,363,850,1011,3106,2538,2763,1806,1441,3315,Day_3,Blackout Offset
2025-10-23T20:15:45.982Z,161,808,1051,364,853,1012,3100,2537,2763,1803,1439,3316,Day_3,Blackout Offset
2025-10-23T20:15:46.022Z,169,816,1056,372,862,1014,3096,2535,2761,1801,1439,3316,Day_3,Blackout Offset
2025-10-23T20:15:46.062Z,180,822,1059,384,869,1017,3102,2534,2758,1804,1442,3314,Day_3,Blackout Offset
2025-10-23T20:15:46.102Z,188,820,1062,391,868,1018,3117,2532,2759,1814,1444,3313,Day_3,Blackout Offset
2025-10-23T20:15:46.142Z,187,814,1063,389,862,1020,3129,2533,2760,1823,1445,3311,Day_3,Blackout Offset
2025-10-23T20:15:46.182Z,180,806,1062,383,856,1020,3136,2540,2758,1831,1447,3307,Day_3,Blackout Offset
2025-10-23T20:15:46.222Z,176,801,1058,380,852,1015,3136,2545,2756,1834,1446,3307,Day_3,Blackout Offset
2025-10-23T20:15:46.262Z,177,801,1051,380,852,1007,3130,2545,2757,1832,1442,3310,Day_3,Blackout Offset
2025-10-23T20:15:46.302Z,179,803,1043,380,852,998,3122,2543,2757,1825,1441,3313,Day_3,Blackout Offset
2025-10-23T20:15:46.342Z,179,802,1038,380,851,993,3122,2542,2755,1823,1441,3313,Day_3,Blackout Offset
2025-10-23T20:15:46.382Z,178,800,1036,380,848,994,3130,2540,2755,1830,1441,3313,Day_3,Blackout Offset
2025-10-23T20:15:46.422Z,178,800,1039,380,849,998,3135,2538,2758,1835,1442,3314,Day_3,Blackout Offset
2025-10-23T20:15:46.462Z,179,803,1042,379,852,1001,3124,2539,2756,1830,1444,3314,Day_3,Blackout Offset
2025-10-23T20:15:46.502Z,179,806,1044,378,852,1002,3113,2543,2753,1825,1446,3313,Day_3,Blackout Offset
2025-10-23T20:15:46.542Z,179,805,1043,380,850,1002,3115,2548,2752,1829,1447,3312,Day_3,Blackout Offset
2025-10-23T20:15:46.582Z,177,805,1042,380,850,1001,3125,2548,2753,1836,1445,3311,Day_3,Blackout Offset
2025-10-23T20:15:46.622Z,173,805,1041,375,852,999,3130,2540,2755,1840,1439,3311,Day_3,Blackout Offset
2025-10-23T20:15:46.662Z,169,804,1041,369,852,998,3131,2530,2755,1837,1431,3308,Day_3,Blackout Offset
2025-10-23T20:15:46.702Z,169,800,1044,369,849,1001,3132,2524,2752,1833,1426,3302,Day_3,Blackout Offset
2025-10-23T20:15:46.742Z,173,796,1046,373,847,1004,3131,2524,2746,1828,1427,3296,Day_3,Blackout Offset
2025-10-23T20:15:46.782Z,176,795,1044,378,846,1005,3127,2528,2743,1822,1432,3294,Day_3,Blackout Offset
2025-10-23T20:15:46.822Z,179,795,1043,382,844,1005,3125,2530,2747,1818,1435,3296,Day_3,Blackout Offset
2025-10-23T20:15:46.862Z,179,790,1045,382,838,1006,3126,2529,2754,1816,1434,3298,Day_3,Blackout Offset
2025-10-23T20:15:46.903Z,178,783,1050,380,831,1009,3126,2528,2757,1814,1433,3297,Day_3,Blackout Offset
2025-10-23T20:15:46.943Z,177,779,1055,378,830,1014,3127,2534,2755,1816,1437,3294,Day_3,Blackout Offset
2025-10-23T20:15:46.983Z,175,783,1054,376,837,1013,3128,2547,2750,1823,1445,3289,Day_3,Blackout Offset
2025-10-23T20:15:47.023Z,173,790,1047,372,846,1005,3126,2554,2742,1828,1449,3282,Day_3,Blackout Offset
2025-10-23T20:15:47.063Z,175,795,1041,372,851,994,3124,2551,2736,1830,1447,3279,Day_3,Blackout Offset
2025-10-23T20:15:47.103Z,177,795,1040,374,851,989,3125,2544,2740,1830,1443,3281,Day_3,Blackout Offset
2025-10-23T20:15:47.143Z,177,797,1041,377,851,990,3129,2540,2749,1831,1439,3282,Day_3,Blackout Offset
2025-10-23T20:15:47.183Z,177,804,1042,380,857,992,3130,2537,2757,1830,1436,3283,Day_3,Blackout Offset
2025-10-23T20:15:47.223Z,178,811,1040,383,863,993,3127,2534,2762,1825,1435,3284,Day_3,Blackout Offset
2025-10-23T20:15:47.262Z,180,810,1037,384,862,991,3122,2536,2763,1819,1436,3284,Day_3,Blackout Offset
2025-10-23T20:15:47.302Z,178,801,1034,381,853,990,3122,2539,2761,1820,1438,3282,Day_3,Blackout Offset
2025-10-23T20:15:47.342Z,177,794,1035,378,844,993,3123,2541,2756,1824,1441,3278,Day_3,Blackout Offset
2025-10-23T20:15:47.382Z,181,790,1041,380,839,1000,3121,2541,2754,1826,1441,3275,Day_3,Blackout Offset
2025-10-23T20:15:47.422Z,185,790,1048,382,839,1006,3122,2541,2756,1826,1441,3274,Day_3,Blackout Offset
2025-10-23T20:15:47.462Z,185,791,1052,381,838,1011,3126,2541,2760,1828,1441,3271,Day_3,Blackout Offset
2025-10-23T20:15:47.502Z,179,791,1051,377,838,1011,3129,2542,2760,1830,1441,3267,Day_3,Blackout Offset
2025-10-23T20:15:47.542Z,175,793,1048,374,841,1010,3127,2542,2761,1830,1443,3267,Day_3,Blackout Offset
2025-10-23T20:15:47.582Z,178,798,1048,379,848,1008,3121,2542,2766,1830,1445,3269,Day_3,Blackout Offset
2025-10-23T20:15:47.622Z,184,802,1049,385,852,1006,3117,2542,2770,1828,1444,3268,Day_3,Blackout Offset
2025-10-23T20:15:47.662Z,189,804,1051,389,856,1005,3118,2543,2770,1826,1442,3264,Day_3,Blackout Offset
2025-10-23T20:15:47.702Z,192,807,1053,391,860,1005,3123,2546,2768,1828,1442,3261,Day_3,Blackout Offset
2025-10-23T20:15:47.742Z,192,807,1053,390,860,1004,3128,2550,2764,1833,1445,3259,Day_3,Blackout Offset
2025-10-23T20:15:47.782Z,186,810,1050,383,859,1001,3129,2552,2757,1837,1449,3255,Day_3,Blackout Offset
2025-10-23T20:15:47.822Z,177,813,1044,375,860,999,3128,2551,2751,1837,1450,3252,Day_3,Blackout Offset
2025-10-23T20:15:47.862Z,172,812,1040,370,857,996,3122,2547,2750,1830,1447,3251,Day_3,Blackout Offset
2025-10-23T20:15:47.902Z,177,806,1038,373,851,995,3119,2544,2755,1824,1443,3255,Day_3,Blackout Offset
2025-10-23T20:15:47.942Z,187,801,1040,383,850,996,3123,2544,2765,1823,1440,3261,Day_3,Blackout Offset
2025-10-23T20:15:47.983Z,193,804,1045,391,855,1001,3121,2544,2771,1822,1437,3263,Day_3,Blackout Offset
